name,cuisines,rating,cost_for_two,city
American Bites,"Pizza, American, Fast Food, Seafood",2.9,600.0,Marathahalli
Kudil Kerala Kitchen,Kerala,3.8,300.0,Marathahalli
Delhi Walle,"North Indian, Street Food",3.9,300.0,Marathahalli
Sai Foods,North Indian,4.1,200.0,Marathahalli
California Burrito,"Mexican, Fast Food",3.8,400.0,Marathahalli
Delite Chaat House,"Street Food, Gujarati",3.3,300.0,Marathahalli
Sukhi Bhava,"Andhra, Chinese, Biryani",3.6,300.0,Marathahalli
Sri Vishnu Veg,South Indian,3.5,200.0,Marathahalli
Faasos,"North Indian, Biryani, Fast Food",3.8,500.0,Marathahalli
Inhouse Burger,Fast Food,4.0,400.0,Marathahalli
Kaati Zone,"Fast Food, Biryani, Rolls",3.3,350.0,Marathahalli
Andhra Ruchulu,"Andhra, Chinese",3.4,400.0,Marathahalli
Ganga Foods,"South Indian, Chinese",3.5,200.0,Marathahalli
SGS Non Veg - Gundu Pulav,"Biryani, Fast Food",3.1,400.0,Marathahalli
Tandoori Chowk,"North Indian, Chinese",3.5,400.0,Marathahalli
Madurai Idly Shop,South Indian,2.9,200.0,Marathahalli
Shahi Grill,"North Indian, Chinese",3.4,400.0,Marathahalli
Keerthi Restaurant Andhra Style,Andhra,3.3,300.0,Marathahalli
Sri Lakshmi Vaibhav,"South Indian, North Indian, Chinese",3.7,500.0,Marathahalli
Rolls On Wheels,Fast Food,3.6,200.0,Marathahalli
Five Star Chicken,"Fast Food, Burger",2.9,300.0,Marathahalli
Parrattha Ssinghh,North Indian,4.1,250.0,Marathahalli
Kamakshi Kitchen,"Chinese, South Indian",3.7,350.0,Marathahalli
Subway,"Healthy Food, Sandwich, Salad",3.6,500.0,Marathahalli
Tiffin Inn's,South Indian,3.7,250.0,Marathahalli
Food Square,"Fast Food, Chinese",3.6,200.0,Marathahalli
Palos,"Chinese, North Indian",3.3,300.0,Marathahalli
Aashish Foods,North Indian,3.8,150.0,Marathahalli
Lucknow Central,North Indian,3.0,350.0,Marathahalli
Namak Swad Anusaar,"North Indian, Chinese, Biryani, Rolls",3.8,400.0,Marathahalli
Bengaluru's Biryanis Paradise,Biryani,3.7,300.0,Marathahalli
Ashirvad Resturant,"North Indian, Chinese",3.2,300.0,Marathahalli
Punjab Da Zaika,North Indian,3.8,450.0,Marathahalli
Chef Baker's,Bakery,3.5,450.0,Marathahalli
Ande Ka Funda,"North Indian, Chinese, Rolls",3.3,250.0,Marathahalli
The London Shakes,"Fast Food, Beverages",4.1,300.0,Marathahalli
Odia By Nature,Oriya,3.7,500.0,Marathahalli
Oye Amritsar,North Indian,3.7,600.0,Marathahalli
Basaveshwara Khanavali,South Indian,3.5,400.0,Marathahalli
Spicy Paratha House,"North Indian, Chinese",3.0,450.0,Marathahalli
Odians,"North Indian, Chinese, Oriya",3.1,500.0,Marathahalli
Regale Restaurant,"North Indian, Chinese",3.6,350.0,Marathahalli
Zeeshan,"North Indian, Kebab, Biryani, Rolls",3.6,700.0,Marathahalli
New Udupi Upahar,"Chinese, North Indian, South Indian",3.8,300.0,Marathahalli
Parasme,"Continental, Italian, Chinese, North Indian, Momos",3.7,400.0,Marathahalli
Delhi Restaurant,"North Indian, Mughlai, Chinese",3.8,400.0,Marathahalli
Decker's Lane,Bengali,2.1,400.0,Marathahalli
Thalassery Restaurant,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",3.2,500.0,Marathahalli
Andhra Vantillu,"South Indian, North Indian",3.3,350.0,Marathahalli
New Madhuram,"Andhra, Biryani",3.4,250.0,Marathahalli
Dawat,"North Indian, Chinese",3.5,400.0,Marathahalli
Momo Bites,Tibetan,3.0,350.0,Marathahalli
Imli,"North Indian, Beverages, Fast Food, Street Food",3.3,250.0,Marathahalli
BITEBOX,"North Indian, Chinese, Mughlai, Desserts",4.5,300.0,Marathahalli
Indian Chaps House,North Indian,3.7,400.0,Marathahalli
WOW! Momo,"Tibetan, Momos",3.6,400.0,Marathahalli
Ram Bhog,"Chinese, North Indian",3.8,200.0,Marathahalli
Amchoor,"North Indian, Beverages",3.8,250.0,Marathahalli
Sardar Ka Chullah,North Indian,3.3,400.0,Marathahalli
Eatwell Restaurant,"North Indian, Chinese, Biryani",3.0,400.0,Marathahalli
Konark Restaurant,"North Indian, South Indian",3.1,200.0,Marathahalli
Food Mingo,"North Indian, Chinese",3.1,450.0,Marathahalli
Mandya Umesh Nati Style Hotel,South Indian,3.4,350.0,Marathahalli
Biryani Lakhnawi,"Lucknowi, Biryani",3.6,500.0,Marathahalli
Madurai Idli Dosa Shop,South Indian,3.6,150.0,Marathahalli
Bengaluru Square,"Chinese, Beverages, Andhra",3.5,300.0,Marathahalli
Uma Bhai Restaurant,Oriya,3.6,200.0,Marathahalli
The Zaika Of Banaras,"North Indian, Street Food",3.3,350.0,Marathahalli
Pizza Baker's,"Pizza, Burger, Fast Food, Beverages",3.0,450.0,Marathahalli
Swad-Deshi Restaurant,"South Indian, Chinese",3.5,300.0,Marathahalli
The Red Tandoor,"Chinese, North Indian",3.2,400.0,Marathahalli
Chai Darbaar,"North Indian, Chinese, Fast Food",3.1,300.0,Marathahalli
Mr Manchurian,"Chinese, Momos",3.6,500.0,Marathahalli
Food Zone,"North Indian, Chinese",3.4,300.0,Marathahalli
Sree Saravana Bhavan,South Indian,3.2,400.0,Marathahalli
Ammi's Biryani,"Biryani, North Indian",2.1,500.0,Marathahalli
Prajwal The Restaurant,"North Indian, Chinese, Beverages",3.5,300.0,Marathahalli
Rayan's Biryani,"Andhra, Biryani, Beverages, Kebab",3.6,450.0,Marathahalli
Chatpata Chaat Station,"North Indian, Street Food, Chinese",3.5,500.0,Marathahalli
Chatorezz,"North Indian, Chinese",3.6,250.0,Marathahalli
Hot Brixx,"Italian, Pizza",3.7,500.0,Marathahalli
Kalla's Restaurant,"North Indian, Juices",3.6,200.0,Marathahalli
Rolls Plaza,"Fast Food, Chinese, Rolls",3.7,200.0,Marathahalli
Kichukkhon,"Bengali, Oriya",2.9,250.0,Marathahalli
Red Chillies Restaurant,"South Indian, Chinese",2.9,150.0,Marathahalli
Laziz,"North Indian, Chinese",3.9,300.0,Marathahalli
Andhra Box,"Andhra, Biryani, Chinese",3.2,400.0,Marathahalli
New Aroma,Chinese,3.3,250.0,Marathahalli
99Foods,"Biryani, North Indian, Chinese, Kebab",3.4,400.0,Marathahalli
Patiala Zone,"North Indian, Mughlai",3.1,400.0,Marathahalli
Rajwadi,"North Indian, Street Food",3.6,500.0,Brookefield
Sudhir Vada Pav & Paratha Center,Street Food,3.4,250.0,Marathahalli
Paakam,South Indian,3.7,150.0,Marathahalli
Rolls Kitchen,"Fast Food, Rolls",3.2,250.0,Marathahalli
Andhra Central,Andhra,3.1,400.0,Marathahalli
Kaka Da Dhaba,North Indian,3.1,400.0,Marathahalli
Sri Udupi Deluxe,"North Indian, Chinese, South Indian, Fast Food",3.5,400.0,Marathahalli
Food Box -The Taste Of Odisha,"Chinese, Oriya, Bengali, North Indian",3.2,350.0,Marathahalli
Deli Chats and Sweets,"Street Food, Mithai",4.1,200.0,Marathahalli
Sri Vinayaka 99 Variety Dosa,South Indian,3.2,350.0,Marathahalli
Hotel Jai Jaganath,"Chinese, North Indian",3.2,500.0,Marathahalli
Kolkata Roll House,"Fast Food, Rolls",3.3,200.0,Marathahalli
Om Sai Dham Bombay Hotel,North Indian,3.6,200.0,Marathahalli
Indian Highway Restaurant,"North Indian, Chinese, Fast Food",3.2,400.0,Marathahalli
Pakwan Family Restaurant,"North Indian, Chinese",3.4,400.0,Marathahalli
Sukhi's Restaurant,"North Indian, Chinese, Momos",2.7,250.0,Marathahalli
Nukkad Box,"North Indian, Fast Food, Desserts, Beverages",3.7,400.0,Marathahalli
Desi Vibes,North Indian,2.9,300.0,Marathahalli
Vishwaas Take Away,"North Indian, Chinese",3.2,250.0,Marathahalli
Swadist Restaurant,"Oriya, South Indian, Fast Food",3.4,300.0,Marathahalli
Deepak Fast Food,Fast Food,3.3,350.0,Marathahalli
Ambur Hot Dum Biryani,"Biryani, Chinese",3.4,300.0,Marathahalli
Spicy Punjabi Pharatha,"North Indian, Chinese, Biryani",3.0,400.0,Marathahalli
Little Nature,"Juices, Ice Cream, Fast Food",3.1,250.0,Marathahalli
Crunch Pizzas,"Italian, Pizza",2.8,600.0,Marathahalli
Happy Eat,"Biryani, Chinese, North Indian",3.3,300.0,Marathahalli
Jiyan Swadista,"Chinese, Kebab, North Indian",3.4,300.0,Marathahalli
Al Zaiqa Hotel,"Chinese, South Indian, Fast Food",3.4,200.0,Marathahalli
Kolkata Famous Kati Rolls,"Fast Food, Rolls",3.8,100.0,Marathahalli
Park N Eat,"Chinese, North Indian",3.7,300.0,Marathahalli
Chakh Le India,"North Indian, Chinese, Rolls",3.1,300.0,Marathahalli
AKS Family Dhaba And Restaurant,"North Indian, Mughlai, South Indian",3.6,500.0,Marathahalli
Odisha Kitchen,"Oriya, North Indian, Chinese",3.1,500.0,Marathahalli
Happy Kitchen,"North Indian, Chinese",3.8,350.0,Marathahalli
Pani Puri,Street Food,3.1,100.0,Marathahalli
Mahek of Punjab,North Indian,2.7,400.0,Marathahalli
Curries And Pickles,"Andhra, North Indian, Biryani",3.3,350.0,Marathahalli
Petoo,"Biryani, North Indian, Andhra",3.8,450.0,Marathahalli
Punjabi Phulka,North Indian,2.8,500.0,Marathahalli
Maashpacheez,"North Indian, Chinese, South Indian",3.5,300.0,Marathahalli
Noibidya,"North Indian, Bengali",3.5,400.0,Marathahalli
Spicy Khana Point,"North Indian, Chinese, Biryani",2.8,500.0,Marathahalli
Punjabi Food Joint,"North Indian, South Indian",3.4,400.0,Marathahalli
Madhu's Tandoori Kitchen,"North Indian, Chinese, Biryani",3.0,350.0,Marathahalli
Nandighosha,"Bengali, Seafood, Oriya, North Indian, Biryani",3.6,400.0,Marathahalli
The Grilled & Fried,Fast Food,2.8,300.0,Marathahalli
Dil Punjabi,North Indian,2.6,300.0,Marathahalli
Hind Ka Chulah,"North Indian, Biryani",3.7,600.0,Marathahalli
Udupi Grand Veg,South Indian,3.2,450.0,Marathahalli
Gilly's Restobar,"Continental, Finger Food, North Indian, Chinese",4.4,1200.0,Brookefield
Brooks 37,"North Indian, Continental, Asian, Pizza",4.1,1000.0,Brookefield
Imperio Restaurant,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",4.2,700.0,Brookefield
Buddha Treats,"Chinese, Thai",4.2,600.0,Brookefield
Chai Galli,"Cafe, Street Food",4.1,300.0,Brookefield
Moriz Restaurant,"Arabian, North Indian, Biryani, Chinese, Seafood",2.8,750.0,Brookefield
Sherlock's Pub,"Continental, North Indian, Chinese",3.2,1500.0,Brookefield
Mugs N Burgers,"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",4.0,600.0,Brookefield
Le Charcoal,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",4.1,600.0,Brookefield
South House,"South Indian, Biryani",4.2,800.0,Brookefield
Amanthrana Gardenia,"North Indian, Andhra, BBQ, Seafood, Chinese",3.9,800.0,Brookefield
Simhapuri Kitchen,"Andhra, Biryani, Chinese, South Indian",4.0,800.0,Brookefield
Dhaba Social,North Indian,4.0,700.0,Brookefield
Apoorva Multi Cuisine Restaurant,"North Indian, South Indian, Chinese, Andhra, Biryani",3.9,750.0,Brookefield
Zaica Dine & Wine,North Indian,3.8,750.0,Brookefield
Southern Spice,"North Indian, Chinese, Biryani, Andhra",4.0,800.0,"Varthur Main Road, Whitefield"
Kesar Sweet Shop and Fast Food,"North Indian, South Indian, Chinese, Street Food, Mithai",4.1,500.0,Brookefield
Chaat Street,"Street Food, North Indian",4.1,250.0,"Varthur Main Road, Whitefield"
Abhiruchi Andhra Mess,"Andhra, Biryani, South Indian",3.2,300.0,Whitefield
Pita Pocket Factory,"Mediterranean, Continental, Italian, Burger",3.6,500.0,Brookefield
Salem Kitchen,"Chettinad, Chinese, South Indian",3.4,550.0,Brookefield
Radha Rani,"Bengali, North Indian, Chinese",3.4,400.0,Brookefield
3 Leafs,"North Indian, South Indian, Chinese",3.7,600.0,Kaggadasapura
Hotel Salala,"North Indian, South Indian, Chinese, Biryani",3.6,400.0,Brookefield
North Indies,North Indian,3.8,450.0,Kaggadasapura
Kitchen Of Joy,"Bengali, North Indian, Chinese, Rolls",3.8,500.0,Kaggadasapura
Kaayal,"Kerala, Chinese",3.2,500.0,Brookefield
M.M.A. Kabab's & Biriyani Center,"Arabian, Mughlai, Chinese, Kebab, Fast Food",3.3,400.0,Brookefield
Kabab Souq,"North Indian, Chinese, Arabian, BBQ, Middle Eastern",3.8,400.0,Thippasandra
Not Just Parathas,"North Indian, Chinese",3.8,500.0,Kaggadasapura
Refresh,"Cafe, Beverages",3.2,500.0,Brookefield
Tandoor Box,"Mughlai, North Indian, Biryani",3.5,850.0,Brookefield
Litti House,"North Indian, Bihari, Rajasthani",3.9,300.0,Brookefield
Taco Bell,"Mexican, American, Fast Food",4.0,600.0,Brookefield
Andhra Ruchulu,"Andhra, North Indian, Chinese, Biryani",3.5,500.0,Brookefield
Madouk Cafe,Cafe,4.0,500.0,Brookefield
HomelyDelight,North Indian,3.7,300.0,Brookefield
Amaravati Authentic Andhra Restaurant,"Andhra, Chinese, North Indian, Biryani",3.0,600.0,Brookefield
Juice Berg,"Beverages, Fast Food",3.8,300.0,Brookefield
Erivum Puliyum,"Kerala, South Indian, Seafood",3.9,500.0,Brookefield
Risalo Pizzeria,"Pizza, Italian, Desserts",4.0,900.0,Brookefield
Bismillah Bawarchi,"North Indian, Chinese, Biryani",3.6,300.0,Brookefield
BFC Family Restaurant,"North Indian, Biryani, Chinese, Rolls",3.2,600.0,Kaggadasapura
Udupi Delux,"South Indian, North Indian, Chinese",2.6,400.0,Brookefield
Nikhil's Food Court,"South Indian, North Indian, Chinese, Fast Food",3.4,300.0,Brookefield
Donne Biryani Mane,Biryani,3.5,250.0,Brookefield
Punjabi Tasty Khana,"North Indian, Chinese, Biryani",3.1,450.0,Brookefield
Grill Hut,"Fast Food, Rolls",3.6,350.0,Kaggadasapura
Angel Mess,South Indian,3.5,200.0,Kaggadasapura
Chai Darbaar,"South Indian, Chinese, Kerala",3.8,250.0,Thippasandra
Dodda Mane Donne Biryani,"North Indian, Mughlai, Chinese",3.2,400.0,Brookefield
Real Fresh Dosa Corner,South Indian,3.7,200.0,Brookefield
D'Brooks,"North Indian, Continental",3.5,400.0,Brookefield
Foodmazic,"BBQ, Beverages, Burger, Rolls, Tea",3.7,200.0,Kaggadasapura
Treat Kitchen,"North Indian, Chinese, Seafood",3.8,400.0,Thippasandra
Crunchie Corner,"Fast Food, Continental, Desserts",4.0,450.0,Brookefield
Desi Foodizzz,"North Indian, Chinese",3.7,600.0,Brookefield
Keys Cafe - Keys Hotel,"Chinese, Continental, North Indian",2.8,1200.0,Whitefield
Mayura Sagar,"Chinese, North Indian, South Indian",3.6,250.0,Brookefield
The Pallavas ( Authentic Taste Of Southern Cuisine ),South Indian,3.7,400.0,Brookefield
Juice Berg,"Beverages, Fast Food",3.8,150.0,Brookefield
Jade,"Chinese, Seafood, Momos",3.7,750.0,Brookefield
Mughal Restaurant,"Mughlai, Chinese, Kerala",3.3,600.0,Brookefield
Iyer Idly,South Indian,4.0,150.0,Thippasandra
Mou Tushi Family Restaurant,"North Indian, Chinese",3.7,300.0,Brookefield
Ganesh Bhavan,South Indian,4.0,200.0,Brookefield
Kakaji,North Indian,3.7,350.0,Marathahalli
Udupi Deluxe,"South Indian, North Indian, Chinese",3.8,300.0,Kaggadasapura
Hotel Malabar,Kerala,3.8,250.0,Kaggadasapura
McDonald's,"Fast Food, Burger, Beverages, Cafe, Desserts",3.0,500.0,Brookefield
HIGH SKY,"Continental, North Indian, Chinese, Arabian",3.3,1000.0,Whitefield
Biryani Park,"North Indian, Biryani, Chinese, Mughlai",3.4,500.0,Brookefield
Hyderabadi Biryani Hub,"Biryani, North Indian, Chinese",3.2,600.0,Bellandur
Karma Foods,"North Indian, Chinese",3.2,250.0,Brookefield
Chellappa's,"Chettinad, South Indian, North Indian",3.2,500.0,Kaggadasapura
Ginger & Garlic,"South Indian, North Indian, Chinese",3.6,350.0,Brookefield
Grand Hotel,"Hyderabadi, Biryani",3.6,500.0,Old Airport Road
Rekha Restaurant,"North Indian, Chinese",3.6,450.0,Brookefield
Dunkin' Donuts,"Desserts, Cafe, Beverages, Burger, Fast Food",4.0,550.0,Brookefield
Mayura Grand,"North Indian, South Indian, Chinese",3.9,350.0,Brookefield
Sankranthi Veg,"South Indian, North Indian, Chinese",3.1,200.0,Thippasandra
Namma Madurai,South Indian,3.5,200.0,"Varthur Main Road, Whitefield"
Skandas Veg Restaurant,"South Indian, North Indian",3.2,400.0,Brookefield
Sri Udupi Park,"South Indian, North Indian, Chinese",3.4,300.0,Brookefield
Hyderabad Cuisine,"Seafood, Biryani, Hyderabadi, North Indian",2.8,650.0,"Varthur Main Road, Whitefield"
Midas Touch,"Bakery, Fast Food, Desserts",3.2,300.0,Brookefield
Mandya Gowdru Hotel,South Indian,3.3,200.0,Brookefield
Venice Kerala Restaurant,Kerala,3.7,200.0,Brookefield
Kaka Food Corner,North Indian,3.4,300.0,Whitefield
Indy Palate,"Continental, Biryani, Italian, North Indian, Chinese",3.3,250.0,Bellandur
Red Chilli,"Chinese, Thai",3.0,600.0,Brookefield
Unlock - The Restobar - Keys Hotel,Finger Food,3.7,2000.0,Whitefield
Mast Kalandar,North Indian,2.4,450.0,Brookefield
Rayalaseema Spices,"Andhra, South Indian",3.5,550.0,Brookefield
Elements - Mapple Express,"North Indian, Chinese, Fast Food",2.9,600.0,Whitefield
New Ambur Hot Dum Biryani,Biryani,3.1,300.0,Brookefield
Chef in,"Biryani, North Indian, Chinese",3.6,500.0,Brookefield
Shake it Off,"Beverages, Fast Food",3.6,600.0,Cv Raman Nagar
Reddy's Paradise,Andhra,3.3,700.0,Bellandur
Ramji Chaiwale,"Beverages, Fast Food",3.4,250.0,Bellandur
The Crunch,Beverages,3.3,300.0,Brookefield
Kanti's,"Mithai, Street Food",3.4,300.0,Kaggadasapura
Om Sweets & Fast Food,"North Indian, Chinese, Mithai",3.4,200.0,Brookefield
Swad Punjabi Dhaba,North Indian,3.6,300.0,Thippasandra
Maa Durga Restaurant,North Indian,3.2,300.0,Whitefield
Shreya Ranna Ghar,"Bengali, North Indian",3.3,350.0,Brookefield
Chatpata,Street Food,3.2,500.0,Brookefield
Andhra Spices,"Andhra, Chinese, South Indian",3.2,400.0,Brookefield
Kerala Cafe,"Kerala, South Indian, North Indian",3.2,300.0,Kaggadasapura
Eat Eroo - Bombay Vada Pav,"Street Food, Maharashtrian",3.3,200.0,Brookefield
Momo Mania,"Momos, Fast Food",3.8,300.0,Brookefield
Kolkata Famous Kathi Rolls,"Chinese, Rolls",3.6,150.0,Brookefield
Tastybites.com,"Fast Food, Sandwich, South Indian",3.7,150.0,Brookefield
Treat,North Indian,3.8,500.0,Brookefield
Sri Fast Food,"Chinese, Biryani",3.1,200.0,Brookefield
99 Caffe,"South Indian, North Indian, Chinese",3.6,250.0,Brookefield
Aaha,"North Indian, Chinese",3.6,300.0,Brookefield
Freshkhilao,"Chinese, North Indian, Biryani, Juices",3.5,750.0,Brookefield
Ambur Hot Dum Biryani,Biryani,3.0,200.0,Thippasandra
The Combo House,"Fast Food, North Indian",3.3,500.0,Whitefield
Sri Sai Bhavan,South Indian,3.6,300.0,Brookefield
Raapchick,"Fast Food, Burger",3.7,300.0,Brookefield
North Wale Restaurant,"North Indian, Chinese",2.9,800.0,Brookefield
An Egg Story,"Cafe, Continental, American, Italian",4.1,600.0,Brookefield
Palak Ande Ka Funda,North Indian,3.2,300.0,Brookefield
Nandini Deluxe,"North Indian, Chinese",2.8,600.0,Brookefield
Kalinga Delicacies Restaurant,"North Indian, Bengali, Oriya, Chinese",3.2,500.0,Brookefield
Koylas,"Kebab, Mughlai, Biryani",3.0,400.0,Brookefield
Brew and Barbeque - A Microbrewery Pub,"Continental, North Indian, BBQ, Steak",4.6,1400.0,Marathahalli
The Boozy Griffin,"European, Continental",4.8,1800.0,Marathahalli
Malties - Radisson Blu,"Continental, Fast Food",4.3,4500.0,Marathahalli
"3B's - Buddies, Bar & Barbecues","North Indian, Mediterranean, European, BBQ",4.5,1100.0,Marathahalli
Float,"North Indian, Japanese",4.4,1500.0,Marathahalli
Sidewalk - The Garden Bar,"North Indian, Continental, Chinese, Thai",4.4,1300.0,Marathahalli
ANTIGRAVITY,"Continental, North Indian, Chinese, BBQ",4.4,1500.0,Marathahalli
Foxtrot,"North Indian, Chinese, Continental, Momos",4.4,1200.0,Marathahalli
BiereKraft,"Continental, North Indian, Asian",4.2,1600.0,Marathahalli
TBC- Sky Lounge,"Continental, Asian, Italian, North Indian",4.4,1000.0,Marathahalli
Bold,"Modern Indian, Continental, North Indian",4.0,1500.0,Marathahalli
Dive,"Continental, Finger Food",4.3,1300.0,Marathahalli
Plan B,"Continental, BBQ, Steak",3.9,1100.0,Marathahalli
Chiller's Nation - Iris Inn,"North Indian, Continental, Italian",2.9,1200.0,Marathahalli
Chez Nous - Novotel,"European, French, North Indian",3.9,2500.0,Marathahalli
Pelican,"North Indian, Chinese",3.4,1200.0,Marathahalli
The Mint Resto Bar,"North Indian, Chinese, Andhra",2.6,1000.0,Marathahalli
Paprica,"North Indian, Chinese",2.6,1200.0,Marathahalli
Gilly's Restobar,"Continental, Finger Food, North Indian, Chinese",4.4,1200.0,Brookefield
Sherlock's Pub,"Continental, North Indian, Chinese",3.3,1500.0,Brookefield
Unlock - The Restobar - Keys Hotel,Finger Food,3.7,2000.0,Whitefield
Chutney Chang,"North Indian, Chinese, BBQ",4.2,1500.0,Church Street
Ebony,"North Indian, South Indian",4.3,1500.0,Mg Road
JW Kitchen - JW Marriott Bengaluru,"North Indian, Continental, Italian",4.4,2200.0,Lavelle Road
The Tao Terraces,"Thai, Japanese, Korean, Burmese, Chinese",3.9,2100.0,Mg Road
Rim Naam - The Oberoi,Thai,4.6,3000.0,Mg Road
Le Jardin - The Oberoi,"European, Mediterranean, North Indian",4.3,3000.0,Mg Road
BBQ@52,"BBQ, Biryani, Continental",3.9,1500.0,Mg Road
Pinxx - Royal Orchid Central,"Italian, European",3.8,1600.0,Mg Road
Monsoon - The Park Bangalore,"Italian, North Indian",4.1,3000.0,Mg Road
Canopy,"North Indian, Continental, Chinese",3.0,800.0,Mg Road
Nithyothsav - Hotel Ramanashree,"North Indian, Chinese",3.0,1000.0,Mg Road
Olive Bar And Kitchen,"Mediterranean, European, Salad",4.5,1800.0,Richmond Road
Oh! Calcutta,"Bengali, Seafood",4.4,1200.0,Church Street
Caraway Kitchen - Conrad Bengaluru,"American, Continental, North Indian, South Indian",4.3,2800.0,Ulsoor
Mainland China,Chinese,4.5,1700.0,Church Street
Rasovara,"Rajasthani, North Indian",4.3,1400.0,Lavelle Road
Barbeque Nation,"North Indian, European, Mediterranean, BBQ, Kebab",4.4,1600.0,Ulsoor
BBQ'D - Global Grill & Brewery,"BBQ, North Indian",4.3,1500.0,Lavelle Road
Cubbon Pavilion - ITC Gardenia,"European, Continental, Chinese, Thai",4.3,2500.0,Richmond Road
Empire Restaurant,"North Indian, Mughlai, South Indian, Chinese",4.0,750.0,Church Street
Konark Vegetarian Restaurant,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",4.1,500.0,Residency Road
The Spice Bazaar,"North Indian, Mughlai",4.2,1000.0,Lavelle Road
